topic,title,dialogue_line
1apartment,8. Checking Smoke Detectors,"I won't be home. Just remember to lock my door, okay?"
1apartment,8. Checking Smoke Detectors,You won't even know that I've been there.
1apartment,8. Checking Smoke Detectors,"Hello, Betty speaking."
1apartment,8. Checking Smoke Detectors,"Hey, Betty. This is Larry. Tell me how many smoke detectors you have, please."
1apartment,8. Checking Smoke Detectors,"This apartment came with one, and I installed another one."
1apartment,8. Checking Smoke Detectors,Are there fresh batteries in each of them?
1apartment,8. Checking Smoke Detectors,Each detector beeps when the battery is low. They're not beeping.
1apartment,8. Checking Smoke Detectors,Good. I'm calling all the tenants because I have to check all the detectors.
1apartment,8. Checking Smoke Detectors,"Okay, What day were you thinking about dropping by?"
1apartment,8. Checking Smoke Detectors,"I'll be at your building at noon on Thursday. If you're not there, I'll let myself in."
1apartment,8. Checking Smoke Detectors,"If you're thirsty, you can grab a beer or soda out of my frig."
1apartment,8. Checking Smoke Detectors,"Thanks, but it'll only take me about two minutes to test them and leave."
1apartment,8. Checking Smoke Detectors,4.
1apartment,8. Checking Smoke Detectors,"Hi, this is Betty."
1apartment,8. Checking Smoke Detectors,"Hi, Betty. It's Larry. I need to know how many smoke detectors are in your apartment."
1apartment,8. Checking Smoke Detectors,There was one when I moved in. Then I added one.
1apartment,8. Checking Smoke Detectors,Do both detectors have fresh batteries?
1apartment,8. Checking Smoke Detectors,I always keep them fresh. I don't want to burn to death.
1apartment,8. Checking Smoke Detectors,That's good. I have to come by there and check out all of the detectors.
1apartment,8. Checking Smoke Detectors,Not a problem. When will you be here?
1apartment,8. Checking Smoke Detectors,I'll be letting myself into all the apartments on Thursday at noon.
1apartment,8. Checking Smoke Detectors,"If it's raining, make sure you wipe your feet before you come inside, okay?"
1apartment,8. Checking Smoke Detectors,Not to worry. I'll be in and out of your place in a flash.
1apartment,8. Checking Smoke Detectors,5.
1apartment,8. Checking Smoke Detectors,"Hi, this is Betty."
1apartment,8. Checking Smoke Detectors,"Hi, Betty. It's Larry. Can you tell me how many smoke detectors you have?"
1apartment,8. Checking Smoke Detectors,There are two smoke detectors in my apartment.
1apartment,8. Checking Smoke Detectors,Do you know how new the batteries are?
1apartment,8. Checking Smoke Detectors,I'm very afraid of fires. I change the batteries every Labor Day.
1apartment,8. Checking Smoke Detectors,Good. I'm calling all the tenants before I come by to test the detectors.
1apartment,8. Checking Smoke Detectors,My detectors are ready for you. When will you be visiting?
1apartment,8. Checking Smoke Detectors,This Thursday at noon. But you don't have to be there.
1apartment,8. Checking Smoke Detectors,"Okay, just pardon the mess when you come in."
1apartment,8. Checking Smoke Detectors,You'll never even know that I was there.
1apartment,9. Mailbox Key Missing,"Hello, Nicole? This is Jimmy in 309."
1apartment,9. Mailbox Key Missing,"Hello, Jimmy. What's up?"
1apartment,9. Mailbox Key Missing,You're not going to believe this.
1apartment,9. Mailbox Key Missing,"Believe me, I think I've heard everything."
1apartment,9. Mailbox Key Missing,I can't find my mailbox key.
1apartment,9. Mailbox Key Missing,Is that all? That's a lot better than losing your car keys.
1apartment,9. Mailbox Key Missing,"I had a duplicate, but I can't find it either."
1apartment,9. Mailbox Key Missing,"If you come by my place, I can loan you a key."
1apartment,9. Mailbox Key Missing,There's no emergency. All I get is junk mail and bills.
1apartment,9. Mailbox Key Missing,Can you wait till Wednesday? I'll make you two more keys.
1apartment,9. Mailbox Key Missing,"Sure, that'll be fine."
1apartment,9. Mailbox Key Missing,Okay. I'll see you Wednesday. But it's going to cost you $2 per key.
1apartment,9. Mailbox Key Missing,Can I speak to Nicole? This is Jimmy in apartment 309.
1apartment,9. Mailbox Key Missing,"Hi, Jimmy. This is Nicole. What's happening?"
1apartment,9. Mailbox Key Missing,You probably never heard this one before.
1apartment,9. Mailbox Key Missing,Don't bet on it. I've been an apartment manager for a long time.
1apartment,9. Mailbox Key Missing,"I've looked everywhere, but I can't find my mailbox key."
1apartment,9. Mailbox Key Missing,"Well, that's pretty minor. I lost my car keys and house keys once."
1apartment,9. Mailbox Key Missing,"To make matters worse, I can't find my duplicate either."
1apartment,9. Mailbox Key Missing,"If you want, come over here and I'll lend you a key."
1apartment,9. Mailbox Key Missing,"No, there's nothing vital in the mailbox. Just junk and bills."
1apartment,9. Mailbox Key Missing,"If you can wait until Wednesday, I'll make two more keys for you."
1apartment,9. Mailbox Key Missing,Wednesday's fine.
1apartment,9. Mailbox Key Missing,"Okay, I'll bring them by Wednesday. Have $4 ready for me."
1apartment,9. Mailbox Key Missing,"Hi, Nicole. This is Jimmy in 309."
1apartment,9. Mailbox Key Missing,"Hello, Jimmy. Can I help you?"
1apartment,9. Mailbox Key Missing,I've got a little problem.
1apartment,9. Mailbox Key Missing,"Tell me your problem, and maybe I can help."
1apartment,9. Mailbox Key Missing,"I've looked everywhere, but I can't find my mailbox key."
1apartment,9. Mailbox Key Missing,"Well, that's pretty minor. I lost my car keys and house keys once."
1apartment,9. Mailbox Key Missing,"As if that wasn't bad enough, I also misplaced the duplicate."
1apartment,9. Mailbox Key Missing,"Well, if it's an emergency, come by here and I'll lend you a key."
1apartment,9. Mailbox Key Missing,"No, even if there's a bill in there, it can wait."
1apartment,9. Mailbox Key Missing,"If you don't mind waiting until Wednesday, I'll make two more keys for you."
1apartment,9. Mailbox Key Missing,"Oh, I can wait, believe me."
1apartment,9. Mailbox Key Missing,"Okay, see you Wednesday. They're not free, you know. It'll be $4."
1apartment,9. Mailbox Key Missing,4.
1apartment,9. Mailbox Key Missing,"Hey, Nicole. It's Jimmy in 309."
1apartment,9. Mailbox Key Missing,"Hi there, Jimmy. What can I do for you?"
1apartment,9. Mailbox Key Missing,"I screwed up, and I need your help."
1apartment,9. Mailbox Key Missing,Tell me the specific problem. Let me see what I can do.
1apartment,9. Mailbox Key Missing,"I've torn my apartment apart, but I can't find my mailbox key."
1apartment,9. Mailbox Key Missing,"Well, you should be grateful it wasn't your car keys."
1apartment,9. Mailbox Key Missing,"On top of that, I couldn't find the duplicate either."
1apartment,9. Mailbox Key Missing,"If you need to get in there, come by and borrow a key."
1apartment,9. Mailbox Key Missing,"No, my mailbox is usually empty anyway."
1apartment,9. Mailbox Key Missing,"Well, then, I'll make you two more keys on Wednesday."
1apartment,9. Mailbox Key Missing,No problem. I can wait till Wednesday. Maybe there'll be something in there by then.
1apartment,9. Mailbox Key Missing,Okay. Have $4 ready for when you see me Wednesday.
1apartment,9. Mailbox Key Missing,5.
1apartment,9. Mailbox Key Missing,Hello? This is Jimmy in 309.
1apartment,9. Mailbox Key Missing,"Hi, Jimmy. This is Nicole. What's going on?"
1apartment,9. Mailbox Key Missing,Maybe you can get me out of a small jam.
1apartment,9. Mailbox Key Missing,"Well, I can certainly try."
1apartment,9. Mailbox Key Missing,"Somehow, I managed to lose my mailbox key."
1apartment,9. Mailbox Key Missing,"Believe me, losing a mailbox key is a lot better than losing your car keys."
1apartment,9. Mailbox Key Missing,"I've got a duplicate somewhere, but I haven't been able to find it either."
1apartment,9. Mailbox Key Missing,"If you absolutely can't wait, come over here and borrow a key."
1apartment,9. Mailbox Key Missing,"No, I doubt that there's anything important in my mailbox, if there's anything at all."
1apartment,9. Mailbox Key Missing,"Well, if there's no emergency, I can make you two more keys on Wednesday."
1apartment,9. Mailbox Key Missing,Not a problem. All my fan mail can wait till then.
1apartment,9. Mailbox Key Missing,"Okay, see you Wednesday. Have $4 for me, and I'll give you a receipt."
1apartment,Asking about Checks,"Good afternoon, Jim. This is Olivia."
1apartment,Asking about Checks,"Oh, hi, Olivia. How can I help you?"
1apartment,Asking about Checks,I'm going to be moving out.
1apartment,Asking about Checks,"Oh, really? When are you leaving?"
1apartment,Asking about Checks,I'll be leaving on the last day of June.
1apartment,Asking about Checks,Any particular reason?
1apartment,Asking about Checks,I got a new job.
1apartment,Asking about Checks,Congratulations! What is it?
1apartment,Asking about Checks,I'm going to be an ESL instructor at Pasadena City College.
1apartment,Asking about Checks,"Great! By the way, what's ESL?"
1apartment,Asking about Checks,ESL stands for English as a Second Language.
1apartment,Asking about Checks,"Well, I'm glad it wasn't your neighbors causing you to move."
1apartment,Asking about Checks,Just because they play their TV loud enough for the whole complex?
1apartment,Asking about Checks,"Yes, I know. I'm going to have another talk with them."
1apartment,Asking about Checks,"Anyway, it's been nice knowing you for these past few years."
1apartment,Asking about Checks,"You, too. Keep in touch, and good luck with your new job."
1apartment,Asking about Checks,"How's it going, Jim? This is Olivia."
1apartment,Asking about Checks,"Hello, Olivia. What's up?"
1apartment,Asking about Checks,I wanted to let you know that I have to move out.
1apartment,Asking about Checks,I'm sorry to hear that. When are you moving?
1apartment,Asking about Checks,The thirtieth of June.
1apartment,Asking about Checks,May I ask why you're leaving?
1apartment,Asking about Checks,I found a new job.
1apartment,Asking about Checks,Good for you! What's your new job?
1apartment,Asking about Checks,I am an ESL teacher at Pasadena City College.
1apartment,Asking about Checks,Very good! What does ESL mean?
1apartment,Asking about Checks,ESL means English as a Second Language.
1apartment,Asking about Checks,"Well, I'm glad you're not moving because of your neighbors."
1apartment,Asking about Checks,I can't tell you how happy I'll be not to have to listen to their TV.
1apartment,Asking about Checks,"Yes, I'm going to tell them one more time to turn down their TV and keep it down."
1apartment,Asking about Checks,You've been a good apartment manager and a good person. I'll see you in June.
1apartment,Asking about Checks,Thank you. I hope your new job and new apartment are good for you.
1apartment,Asking about Checks,"Hey, Jim. How are you? Olivia here."
1apartment,Asking about Checks,"Hi, Olivia. What's going on?"
1apartment,Asking about Checks,I just wanted to give you notice that I'm moving.
1apartment,Asking about Checks,"Oh, that's too bad. What's the moving date?"
1apartment,Asking about Checks,I'll be gone on the last day in June.
1apartment,Asking about Checks,Can I ask you why you're moving?
1apartment,Asking about Checks,"I've been looking for a long time, and I finally found a good job."
1apartment,Asking about Checks,Very good! What's your new job?
1apartment,Asking about Checks,I'm going to teach ESL at Pasadena City College.
1apartment,Asking about Checks,Good for you! What does ESL stand for?
1apartment,Asking about Checks,ESL is English as a Second Language.
1apartment,Asking about Checks,"Well, I'm glad you don't feel you're being chased out by your neighbors."
1apartment,Asking about Checks,Their TV is so loud you'd think they were stone deaf.
1apartment,Asking about Checks,I'll tell them one more time to turn down their TV. Then I'm going to evict them.
1apartment,Asking about Checks,Thanks for all your help over the past few years.
1apartment,Asking about Checks,Thanks. Good luck with your new neighbors and your new job.
1apartment,Asking about Checks,4.
1apartment,Asking about Checks,"Hi, Jim. It's Olivia."
1apartment,Asking about Checks,"Hey, Olivia. What's happening?"
1apartment,Asking about Checks,"I'll be moving out in a while, so I wanted you to know."
1apartment,Asking about Checks,"Well, that's not good news. When are you moving?"
1apartment,Asking about Checks,The last day of June.
1apartment,Asking about Checks,Is something wrong with your apartment?
1apartment,Asking about Checks,"No, not anything new. But I just found out that I've been hired for a new job."
1apartment,Asking about Checks,Great! What is the new job?
1apartment,Asking about Checks,I'm going to be an ESL instructor at Pasadena City College.
1apartment,Asking about Checks,That's great! ESL is some kind of electronics class?
1apartment,Asking about Checks,ESL is a class for students who are learning English as their second language.
1apartment,Asking about Checks,I'm glad that your neighbors aren't the reason that you're moving.
1apartment,Asking about Checks,I won't miss having to listen to their darn TV.
1apartment,Asking about Checks,I'm giving them one more warning about their TV. Then they're out of there.
1apartment,Asking about Checks,I appreciate what a good apartment manager you've been these past few years.
1apartment,Asking about Checks,"It's been nice knowing you, too. Good luck teaching LES."
1apartment,Asking about Checks,5.
1apartment,Asking about Checks,"Hello, Jim. It's Olivia."
1apartment,Asking about Checks,"Hi, there. What can I do for you today?"
1apartment,Asking about Checks,You should know that I'll be moving out in a while.
1apartment,Asking about Checks,"Gee, that's too bad. What day do you plan to leave?"
1apartment,Asking about Checks,June 30 is my last day.
1apartment,Asking about Checks,I hope it's not your neighbors or the latest rent increase.
1apartment,Asking about Checks,"No, neither one. I got lucky. I found a new job."
1apartment,Asking about Checks,"Hey, give me five! Good for you! What is it?"
1apartment,Asking about Checks,I'll be teaching ESL at Pasadena City College.
1apartment,Asking about Checks,Great! Is ESL a class about the Internet?
1apartment,Asking about Checks,No. ESL is English for students whose native language is not English.
1apartment,Asking about Checks,I was worried that you were moving because of your neighbors.
1apartment,Asking about Checks,Whoever my next neighbor is cannot possibly be as loud as those people.
1apartment,Asking about Checks,I'm going to give them 30 days' notice if they don't turn that TV down.
1apartment,Asking about Checks,Thanks for everything. I'll give you the keys on the thirtieth.
1apartment,Asking about Checks,You've been a very good tenant. Good luck with your new SLE job.
2apartment,Looking for an Apartment,How did you find your apartment?
2apartment,Looking for an Apartment,You can check on the bulletin boards at school for local housing.
2apartment,Looking for an Apartment,What if I need a roommate?
2apartment,Looking for an Apartment,There are websites that can hook you up with a roommate.
2apartment,Looking for an Apartment,How much do apartments cost around here?
2apartment,Looking for an Apartment,It depends on what you want. Do you want a one- or two-bedroom apartment?
2apartment,Looking for an Apartment,I just need a one-bedroom apartment.
2apartment,Looking for an Apartment,That will probably cost you around twelve hundred dollars a month.
2apartment,Looking for an Apartment,Would you come with me to look at apartments?
2apartment,Looking for an Apartment,I would be happy to look at apartments with you.
2apartment,Looking for an Apartment,"When you need an apartment, where do you look for one?"
2apartment,Looking for an Apartment,Our school has a link on its website for apartments.
2apartment,Looking for an Apartment,Can I share an apartment with someone?
2apartment,Looking for an Apartment,Some of the ads in the paper are from people looking for roommates.
2apartment,Looking for an Apartment,Are apartments expensive in this city?
2apartment,Looking for an Apartment,"Do you need a single apartment, or is this for two people?"
2apartment,Looking for an Apartment,I want a two-bedroom apartment.
2apartment,Looking for an Apartment,You can get that type of apartment for around fifteen hundred dollars a month.
2apartment,Looking for an Apartment,Would you have time to go look at apartments with me?
2apartment,Looking for an Apartment,I love apartment hunting. I'll be happy to go with you.
2apartment,Looking for an Apartment,Can you tell me the best way to look for an apartment?
2apartment,Looking for an Apartment,The local newspaper has ads for housing.
2apartment,Looking for an Apartment,Is there any way to find a roommate to share an apartment with?
2apartment,Looking for an Apartment,Sometimes you can post an advertisement saying that you need a roommate.
2apartment,Looking for an Apartment,What do landlords charge for rent?
2apartment,Looking for an Apartment,"Would you like an apartment for just yourself, or do you need it for two people?"
2apartment,Looking for an Apartment,"There are two of us, but we only need a one-bedroom apartment."
2apartment,Looking for an Apartment,You should be able to easily find that for twelve hundred dollars a month.
2apartment,Looking for an Apartment,I really would appreciate it if you could come look at apartments with me.
2apartment,Looking for an Apartment,"Sure, I'll go look at apartments with you anytime you want."
2apartment,Subleasing,I heard that you're looking for an apartment.
2apartment,Subleasing,Yes. Who told you that?
2apartment,Subleasing,A friend of ours told me.
2apartment,Subleasing,Why are you asking?
2apartment,Subleasing,I was asking because I found an apartment.
2apartment,Subleasing,Why are you telling me this?
2apartment,Subleasing,I was wondering if you wanted to sublease with me.
2apartment,Subleasing,I sure would!
2apartment,Subleasing,"Since we're subleasing, we can each pay half of the rent."
2apartment,Subleasing,How much is the rent each month?
2apartment,Subleasing,It's $1000 a month.
2apartment,Subleasing,That's wonderful.
2apartment,Subleasing,Are you still looking for an apartment?
2apartment,Subleasing,Who said I was?
2apartment,Subleasing,One of our friends let me know.
2apartment,Subleasing,Why'd you want to know?
2apartment,Subleasing,I found an apartment for lease.
2apartment,Subleasing,So what?
2apartment,Subleasing,I wanted to know if you would sublease the apartment with me.
2apartment,Subleasing,That would be great!
2apartment,Subleasing,"That's great, because this way we can go halves on the rent."
2apartment,Subleasing,What's rent?
2apartment,Subleasing,"It's $1,000 each month, but it'll only cost us $500 a month each."
2apartment,Subleasing,I like the sound of that.
2apartment,Subleasing,Is it true that you're looking for an apartment?
2apartment,Subleasing,I am. How'd you know?
2apartment,Subleasing,I heard it from one of our friends.
2apartment,Subleasing,"Well then, why do you ask if I'm looking for an apartment?"
2apartment,Subleasing,I was thinking about leasing this apartment.
2apartment,Subleasing,What does this have to do with me?
2apartment,Subleasing,Would you like to sublease the apartment with me?
2apartment,Subleasing,I would love to!
2apartment,Subleasing,"This way, we'll each have to pay only half the rent."
2apartment,Subleasing,How much is the rent?
2apartment,Subleasing,"For each of us, it's $500 every month."
2apartment,Subleasing,Sounds good to me.
2apartment,Responding to an Ad for Roommates,"Hello, I was just responding to your ad."
2apartment,Responding to an Ad for Roommates,Which ad is that?
2apartment,Responding to an Ad for Roommates,The ad for a roommate.
2apartment,Responding to an Ad for Roommates,Great. Are you interested?
2apartment,Responding to an Ad for Roommates,I sure am.
2apartment,Responding to an Ad for Roommates,Can we meet today?
2apartment,Responding to an Ad for Roommates,"Of course, just tell me when and where."
2apartment,Responding to an Ad for Roommates,Why don't you meet me at 5:30 at Starbucks?
2apartment,Responding to an Ad for Roommates,That'll be perfect.
2apartment,Responding to an Ad for Roommates,We'll discuss the living situation and payments at that time.
2apartment,Responding to an Ad for Roommates,That'll be fine.
2apartment,Responding to an Ad for Roommates,"Okay, I'll see you then."
2apartment,Responding to an Ad for Roommates,"Hi, I'm calling about your ad."
2apartment,Responding to an Ad for Roommates,Which ad are you calling about?
2apartment,Responding to an Ad for Roommates,The ad for a new roommate.
2apartment,Responding to an Ad for Roommates,Are you interested in being my new roommate?
2apartment,Responding to an Ad for Roommates,"Yes, I'm interested."
2apartment,Responding to an Ad for Roommates,"I would love to meet you, if that's at all possible."
2apartment,Responding to an Ad for Roommates,"That's fine, where would you like to meet?"
2apartment,Responding to an Ad for Roommates,I would like you to meet me at Starbucks at 5:30.
2apartment,Responding to an Ad for Roommates,I can meet you then.
2apartment,Responding to an Ad for Roommates,We'll talk about the roommate situation then.
2apartment,Responding to an Ad for Roommates,Thank you very much.
2apartment,Responding to an Ad for Roommates,See you later.
2apartment,Responding to an Ad for Roommates,"Hey, I was wondering about the ad you have."
2apartment,Responding to an Ad for Roommates,What ad are you referring to?
2apartment,Responding to an Ad for Roommates,I'm calling about the ad for a new roommate.
2apartment,Responding to an Ad for Roommates,"Oh, yeah. Were you interested in being a roommate of mine?"
2apartment,Responding to an Ad for Roommates,I actually would like to be your new roommate.
2apartment,Responding to an Ad for Roommates,That's great. Would you like to meet me sometime today?
2apartment,Responding to an Ad for Roommates,"Tell me where, and I'll be there."
2apartment,Responding to an Ad for Roommates,Let's meet at Starbucks at 5:30.
2apartment,Responding to an Ad for Roommates,Starbucks at 5:30 will be fine.
2apartment,Responding to an Ad for Roommates,I'll fill you in on all the details when we get together.
2apartment,Responding to an Ad for Roommates,"All right, that sounds great."
2apartment,Responding to an Ad for Roommates,I'll see you at Starbucks.
2apartment,4. Finding an Apartment,I finally found an apartment that I want to rent.
2apartment,4. Finding an Apartment,Where did you see it?
2apartment,4. Finding an Apartment,I saw it in this ad for apartments in today's newspaper.
2apartment,4. Finding an Apartment,You found an apartment in the ads?
2apartment,4. Finding an Apartment,"I really did, but what's so great about it is that it's really affordable."
2apartment,4. Finding an Apartment,Tell me about the apartment.
2apartment,4. Finding an Apartment,"Well, most importantly the apartment is beautiful."
2apartment,4. Finding an Apartment,How much is the rent for the apartment?
2apartment,4. Finding an Apartment,The rent is $725 each month.
2apartment,4. Finding an Apartment,That's pretty cheap for out here.
2apartment,4. Finding an Apartment,That's what I said when I found out how much the rent was.
2apartment,4. Finding an Apartment,Congratulations on the new apartment.
2apartment,4. Finding an Apartment,I found an apartment to rent.
2apartment,4. Finding an Apartment,Where did you find this apartment?
2apartment,4. Finding an Apartment,I found it in today's apartment ads.
2apartment,4. Finding an Apartment,Really? I can't believe you actually found an apartment in the ads.
2apartment,4. Finding an Apartment,"I actually found it in the ads, and it's not too expensive either."
2apartment,4. Finding an Apartment,I want to hear more about this apartment.
2apartment,4. Finding an Apartment,All you really need to know is that the apartment looks great.
2apartment,4. Finding an Apartment,How much will you have to pay for rent?
2apartment,4. Finding an Apartment,Every month I'd only have to pay $725.
2apartment,4. Finding an Apartment,"For where we live, that is really inexpensive."
2apartment,4. Finding an Apartment,"It is, isn't it?"
2apartment,4. Finding an Apartment,I'm glad to hear that you finally found an apartment.
2apartment,4. Finding an Apartment,I think I may rent out this apartment that I found.
2apartment,4. Finding an Apartment,"Oh, really? Where'd you find it?"
2apartment,4. Finding an Apartment,"I was looking through the ads today, and I found it in there."
2apartment,4. Finding an Apartment,In the ads? Are you serious?
2apartment,4. Finding an Apartment,"Yeah, and it's affordable too."
2apartment,4. Finding an Apartment,I'd like to hear about this apartment.
2apartment,4. Finding an Apartment,"First of all, it's absolutely gorgeous."
2apartment,4. Finding an Apartment,What is the rent each month?
2apartment,4. Finding an Apartment,It's only $725 a month.
2apartment,4. Finding an Apartment,That's amazing. The rent is very cheap.
2apartment,4. Finding an Apartment,I know it is.
2apartment,4. Finding an Apartment,It's a good thing that you read that ad today.
2apartment,5. Asking about the Apartment Location,"Hello, how are you doing today?"
2apartment,5. Asking about the Apartment Location,I'm great.
2apartment,5. Asking about the Apartment Location,What can I do for you today?
2apartment,5. Asking about the Apartment Location,I wanted to ask about the apartment for rent.
2apartment,5. Asking about the Apartment Location,Ask away.
2apartment,5. Asking about the Apartment Location,I was wondering if the apartment is located in a nice area.
2apartment,5. Asking about the Apartment Location,"As a matter of fact, the apartment is in a wonderful location."
2apartment,5. Asking about the Apartment Location,What surrounds the apartment?
2apartment,5. Asking about the Apartment Location,There are many stores and restaurants surrounding the apartment.
2apartment,5. Asking about the Apartment Location,Is that right?
2apartment,5. Asking about the Apartment Location,I promise you that you will love the location.
2apartment,5. Asking about the Apartment Location,"From what you're telling me, it sounds like I will."
2apartment,5. Asking about the Apartment Location,How are you?
2apartment,5. Asking about the Apartment Location,"Good, thank you."
2apartment,5. Asking about the Apartment Location,What can I help you with?
2apartment,5. Asking about the Apartment Location,Can I ask you a few questions about the apartment?
2apartment,5. Asking about the Apartment Location,Ask whatever you'd like.
2apartment,5. Asking about the Apartment Location,I want to know if the location of the apartment is nice.
2apartment,5. Asking about the Apartment Location,I honestly believe that you will love the location.
2apartment,5. Asking about the Apartment Location,What kinds of places are around the apartment?
2apartment,5. Asking about the Apartment Location,Surrounding the apartment are great places to eat and stores to shop at.
2apartment,5. Asking about the Apartment Location,"Oh, really?"
2apartment,5. Asking about the Apartment Location,I'm sure that the location will be to your liking.
2apartment,5. Asking about the Apartment Location,I hope that you're right.
2apartment,5. Asking about the Apartment Location,How is everything with you today?
2apartment,5. Asking about the Apartment Location,I'm fine. Thank you for asking.
2apartment,5. Asking about the Apartment Location,Can I help you with something?
2apartment,5. Asking about the Apartment Location,I actually have a few questions about the apartment.
2apartment,5. Asking about the Apartment Location,What questions do you have?
2apartment,5. Asking about the Apartment Location,Is this apartment in a nice location?
2apartment,5. Asking about the Apartment Location,It is in a great location.
2apartment,5. Asking about the Apartment Location,Are there any stores near the apartment?
2apartment,5. Asking about the Apartment Location,You will find many stores and restaurants near the apartment.
2apartment,5. Asking about the Apartment Location,Really?
2apartment,5. Asking about the Apartment Location,I guarantee that the apartment is in a beautiful location.
2apartment,5. Asking about the Apartment Location,That sounds wonderful.
2apartment,6. Asking about the Neighborhood,I wanted to ask you a few questions.
2apartment,6. Asking about the Neighborhood,What about?
2apartment,6. Asking about the Neighborhood,They are pertaining to the neighborhood that the apartment is in.
2apartment,6. Asking about the Neighborhood,Sure. What would you like to know?
2apartment,6. Asking about the Neighborhood,What can you tell me about the neighborhood?
2apartment,6. Asking about the Neighborhood,"In all honesty, the neighborhood could be a little nicer."
2apartment,6. Asking about the Neighborhood,What do you mean by that?
2apartment,6. Asking about the Neighborhood,The neighborhood streets are a little dirty.
2apartment,6. Asking about the Neighborhood,Is there anything else wrong with the neighborhood?
2apartment,6. Asking about the Neighborhood,That's just about it.
2apartment,6. Asking about the Neighborhood,Hopefully the cleanliness problem will get better.
2apartment,6. Asking about the Neighborhood,"I hope so, too."
2apartment,6. Asking about the Neighborhood,I have a few questions for you.
2apartment,6. Asking about the Neighborhood,What are your questions about?
2apartment,6. Asking about the Neighborhood,They're questions about the neighborhood.
2apartment,6. Asking about the Neighborhood,What are your questions?
2apartment,6. Asking about the Neighborhood,"If you don't mind, would you tell me something about the neighborhood?"
2apartment,6. Asking about the Neighborhood,I think the neighborhood could be better.
2apartment,6. Asking about the Neighborhood,What problems does the neighborhood have?
2apartment,6. Asking about the Neighborhood,A lot of the streets are rather unclean.
2apartment,6. Asking about the Neighborhood,What else is wrong with it?
2apartment,6. Asking about the Neighborhood,Nothing else that I can think of.
2apartment,6. Asking about the Neighborhood,Maybe in time they will clean up the streets.
2apartment,6. Asking about the Neighborhood,Maybe they will.
2apartment,6. Asking about the Neighborhood,May I ask you a couple of questions?
2apartment,6. Asking about the Neighborhood,What are these questions pertaining to?
2apartment,6. Asking about the Neighborhood,Just a few questions about the neighborhood.
2apartment,6. Asking about the Neighborhood,Okay. Ask away.
2apartment,6. Asking about the Neighborhood,Tell me about the neighborhood.
2apartment,6. Asking about the Neighborhood,The neighborhood does have its problems.
2apartment,6. Asking about the Neighborhood,How is that?
2apartment,6. Asking about the Neighborhood,What I mean is that the streets aren't all that clean.
2apartment,6. Asking about the Neighborhood,Are there any other problems?
2apartment,6. Asking about the Neighborhood,"Other than it not being so clean, it's actually a nice neighborhood."
2apartment,6. Asking about the Neighborhood,I'm sure that the problem will eventually be fixed.
2apartment,6. Asking about the Neighborhood,I hope that you're right.
2apartment,7. Asking about Safety Features,I really like this beautiful apartment!
2apartment,7. Asking about Safety Features,Thank you. Do you have any further questions?
2apartment,7. Asking about Safety Features,"Yes, I was wondering about safety features."
2apartment,7. Asking about Safety Features,"Yes, what are your concerns?"
2apartment,7. Asking about Safety Features,How about fire alarms and escape routes?
2apartment,7. Asking about Safety Features,"Every apartment has its own smoke alarm, and the whole building is on a sprinkler system."
2apartment,7. Asking about Safety Features,What about fire extinguishers?
2apartment,7. Asking about Safety Features,They are in the hallways on all of the floors. It is suggested that you buy an individual one for your own apartment.
2apartment,7. Asking about Safety Features,What about escape routes in a fire?
2apartment,7. Asking about Safety Features,The escape routes are clearly posted in the hallways.
2apartment,7. Asking about Safety Features,This apartment is everything that I am looking for!
2apartment,7. Asking about Safety Features,Thank you. Is there any other information that you need?
2apartment,7. Asking about Safety Features,Could you tell me a little about safety features?
2apartment,7. Asking about Safety Features,"Yes, we have thought of safety. What, specifically, are you interested in?"
2apartment,7. Asking about Safety Features,Are your fire alarms up to code?
2apartment,7. Asking about Safety Features,"In case of a fire, we have a whole building sprinkler system. In addition, every apartment has its own alarm system."
2apartment,7. Asking about Safety Features,Do you have fire extinguishers available?
2apartment,7. Asking about Safety Features,"Yes, there are fire extinguishers outside your door. You might want to buy a personal one for your kitchen."
2apartment,7. Asking about Safety Features,Are the escape routes clearly posted somewhere?
2apartment,7. Asking about Safety Features,There are fire exit signs in the hallway.
2apartment,7. Asking about Safety Features,What a great apartment!
2apartment,7. Asking about Safety Features,Thanks. Can I answer any questions for you at this point?
2apartment,7. Asking about Safety Features,Have you put any safety features into this building?
2apartment,7. Asking about Safety Features,"Yes, your safety is of concern to us. What specifically were you interested in?"
2apartment,7. Asking about Safety Features,Can you talk about fire safety?
2apartment,7. Asking about Safety Features,We have a global sprinkler system for the building and individual alarms for each apartment.
2apartment,7. Asking about Safety Features,Are there fire extinguishers anywhere?
2apartment,7. Asking about Safety Features,"There are fire extinguishers in the hallways. If I were you, I would buy a personal one for the kitchen."
2apartment,7. Asking about Safety Features,How do I exit the building in case of a fire?
2apartment,7. Asking about Safety Features,There is a card that has escape routes posted on the inside of your front door.
2apartment,8. Asking about Floor Plan,"Hello, I'm calling about the apartment."
2apartment,8. Asking about Floor Plan,What would you like to know?
2apartment,8. Asking about Floor Plan,I just wanted to find out some details about the apartment.
2apartment,8. Asking about Floor Plan,"Like what, exactly?"
2apartment,8. Asking about Floor Plan,Could you tell me about the floor plan?
2apartment,8. Asking about Floor Plan,You can actually see the whole apartment for yourself.
2apartment,8. Asking about Floor Plan,I don't have the time to go see the apartment.
