date,comuna,house,new,total_area,built_area,bedrooms,bathrooms,furnished,address,description,price_uf,days_old
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Celia Sola/Diagonal Vicuña Mackenna","Edificio Portal Vicuña, un proyecto ubicado en un sector privilegiado de Vicuña Mackenna, con excelente conectividad, a pasos de la línea 5 del Metro y a una cuadra de la locomoción colectiva, rodeado de centros comerciales, universidades, colegios y servicios. Su conectividad permite acceder con...",3379.0,0
2020-09-10,Santiago,0,0,,,3.0,2.0,0,"Santiago, Celia Sola/Diagonal Vicuña Mackenna","Edificio Portal Vicuña, un proyecto ubicado en un sector privilegiado de Vicuña Mackenna, con excelente conectividad, a pasos de la línea 5 del Metro y a una cuadra de la locomoción colectiva, rodeado de centros comerciales, universidades, colegios y servicios. Su conectividad permite acceder con...",4080.0,0
2020-09-10,Santiago,0,0,,,3.0,2.0,0,"Santiago, Tarapaca/Metro Universidad de Chile","PROCASA: Cómodo y luminoso departamento, a pocas cuadras del Metro Universidad de Chile. consta de 3 dormitorios y 2 baños, edificio equipado con piscina, sala de eventos, quincho, seguridad 24 /7. ideal para inversión. Precio incluye una bodega. No deje de Visitar",3850.0,0
2020-09-10,La Reina,0,0,177.0,,3.0,2.0,0,"La Reina, Av Tobalaba / Metro Fernando Castillo Velasco/La Reina","PROCASA: ANTIGUO Departamento en condominio en primer piso con patio y jardin, esquina Larraín. El departamento tiene ingreso al estacionamiento y jardin por portón independiente. Cercano a Mall Plaza Egaña, Hospital Militar y Aldea del encuentro de La Reina. Living y comedor, cocina con comedor ...",5990.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Proyecto conformado por ocho edificios de cuatro pisos cada uno. Un proyecto que ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan a disfrutar al aire libre en sus extensas áre...",3685.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Proyecto conformado por ocho edificios de cuatro pisos cada uno. Un proyecto que ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan a disfrutar al aire libre en sus extensas áre...",3428.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Edificio Vertientes de sólo cuatro pisos un proyecto que ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan a disfrutar al aire libre en sus extensas áreas verdes. Ubicado en un...",4148.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Proyecto conformado por ocho edificios de cuatro pisos cada uno. Un proyecto que ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan a disfrutar al aire libre en sus extensas áre...",3564.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Edificio Vertientes de sólo cuatro pisos un proyecto que ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan a disfrutar al aire libre en sus extensas áreas verdes. Ubicado en un...",4050.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre D piso 6. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3838.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 2. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3792.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 5. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3826.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 2. Orientación Sur . 2 dormitorios mas 2 baños, acceso a terraza desde ...",3761.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 4. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3807.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 4. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3807.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 4. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3807.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Proyecto conformado por ocho edificios de cuatro pisos cada uno. Un proyecto que ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan a disfrutar al aire libre en sus extensas áre...",3426.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 1. Orientación Sur . 2 dormitorios mas 2 baños, acceso a terraza desde ...",3723.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 2. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3788.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U. Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre B piso 4. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3807.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 5. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3826.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 6. Orientación Sur . 2 dormitorios mas 2 baños, acceso a terraza desde ...",3845.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 6. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3845.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre B piso 1. Orientación Sur . 2 dormitorios mas 2 baños, acceso a terraza desde ...",3723.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre B piso 2. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3792.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 7. Orientación Sur . 2 dormitorios mas 2 baños, acceso a terraza desde ...",3863.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U. Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre B piso 4. Orientación Sur . 2 dormitorios mas 2 baños, acceso a terraza desde ...",3807.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U. Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre B piso 5. Orientación Sur. 2 dormitorios mas 2 baños, acceso a terraza desde e...",3826.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 7. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3863.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3826.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 5. Orientación Sur . 2 dormitorios mas 2 baños, acceso a terraza desde ...",3826.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre B piso 1. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3755.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3861.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3916.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3715.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3862.0,0
2020-09-10,La Florida,0,0,,,1.0,1.0,0,"La Florida, El Blanco/Nueva Las Acacias","Proyecto Aura. Atractivo departamento, pensado en tus necesidades con la perfecta distribución de ambientes y cómodos espacios. Ubicado en un sector privilegiado por su conectividad, cercano a Metro y principales autopistas. Edificio integra los principales atributos de nuestro concepto estilo y ...",2940.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U. Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre B piso 7. Orientación Sur. 2 dormitorios mas 2 baños, acceso a terraza desde e...",3863.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U. Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre B piso 6. Orientación Sur. 2 dormitorios mas 2 baños, acceso a terraza desde e...",3845.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3889.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3800.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre D piso 2. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3754.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U. Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre B piso 6. Orientación Norte. 2 dormitorios mas 2 baños, acceso a terraza desde...",3845.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3753.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3848.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 7. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3863.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3826.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3800.0,0
2020-09-10,Ñuñoa,0,0,,,2.0,2.0,0,"Ñuñoa, Los Aliaga/Diagonal Oriente","Proyecto Tempo. Modelo estilo Mariposa, Ubicado en un privilegiado sector de Ñuñoa, Edificio Tempo integra los principales atributos de nuestro concepto Estilo y Barrio al encontrarse en una zona completamente residencial, rodeado de áreas verdes, colegios, almacenes y negocios que mantienen la e...",7017.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Proyecto conformado por ocho edificios de cuatro pisos cada uno. Un proyecto que ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan a disfrutar al aire libre en sus extensas áre...",3458.0,0
2020-09-10,Santiago,0,0,,,2.0,2.0,0,"Santiago, Libertad/Metro U.Latinoamericana","EDIFICIO LIBERTAD . Este proyecto consta de 4 torres, cada una de 8 pisos, 11 departamentos por piso, que ofrece atractivos departamentos de 50 metros cuadrados útiles más 4 metros cuadrados de terraza. Programa: Torre A piso 6. Orientación Norte . 2 dormitorios mas 2 baños, acceso a terraza desd...",3845.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Edificio Vertientes de sólo cuatro pisos un proyecto que ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan a disfrutar al aire libre en sus extensas áreas verdes. Ubicado en un...",4050.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Proyecto conformado por ocho edificios de cuatro pisos cada uno. Un proyecto que ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan a disfrutar al aire libre en sus extensas áre...",3528.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3893.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3827.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3826.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3779.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",4089.0,0
2020-09-10,Ñuñoa,0,0,,,2.0,2.0,0,"Ñuñoa, Avda Zañartu/Vicuña Mackenna","Edificio Vitro I. Un proyecto que ofrece una propuesta de funcionalidad en cada uno de sus departamentos. Ubicado en privilegiado sector de Ñuñoa, ofreciéndote toda la comodidad de mantenerte conectado con la ciudad. Se encuentra a pocos pasos de la estación de metro Ñuble, servicios y plazas. Pl...",3451.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Proyecto conformado por ocho edificios de cuatro pisos cada uno. Un proyecto que ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan a disfrutar al aire libre en sus extensas áre...",3598.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3930.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3754.0,0
2020-09-10,Ñuñoa,0,0,,,2.0,1.0,0,"Ñuñoa, Avda Zañartu/Vicuña Mackenna","Edificio Vitro I. Un proyecto que ofrece una propuesta de funcionalidad en cada uno de sus departamentos. Ubicado en privilegiado sector de Ñuñoa, ofreciéndote toda la comodidad de mantenerte conectado con la ciudad. Se encuentra a pocos pasos de la estación de metro Ñuble, servicios y plazas. Pl...",3234.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3747.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",4009.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Edificio Vertientes de sólo cuatro pisos un proyecto que ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan a disfrutar al aire libre en sus extensas áreas verdes. Ubicado en un...",3974.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3936.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3812.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",3851.0,0
2020-09-10,Puente Alto,0,0,,,3.0,2.0,0,"Puente Alto, Condominio Las Vertientes/Las Vizcachas","CONDOMINIO VERTIENTES, PUENTE ALTO. Es un condominio conformado por ocho edificios cada uno de cuatro pisos con sólo cuatro departamentos por piso. El condominio ofrece atractivos departamentos de 3 dormitorios, que destacan por su estándar de terminaciones y amplios espacios comunes que invitan ...",4009.0,0
